fsq_id,category_id,category_name
4b84740bf964a520683631e3,13334,Sandwich Spot
4b84740bf964a520683631e3,17077,Meat and Seafood Store
4ed3957ce5faa5ec067c791d,13039,Deli
4ed3957ce5faa5ec067c791d,17030,Cosmetics Store
4ed3957ce5faa5ec067c791d,17057,Food and Beverage Retail
4ed3957ce5faa5ec067c791d,17101,Garden Center
4b50e2dff964a520fb3627e3,16037,Playground
5041fc6de4b03ccc16c4b05b,16033,Dog Park
4d84ecdc40a7a35d98c515be,17059,Butcher
4b8af173f964a5207c8a32e3,16032,Park
4b7f1472f964a520fa1430e3,13236,Italian Restaurant
4b7f1472f964a520fa1430e3,13289,Korean Restaurant
4f0797c6e4b0a22299fdb61b,17069,Grocery Store
4f0797c6e4b0a22299fdb61b,17076,Liquor Store
4c4cde0f7711e21e70046da0,16041,Plaza
4ffac626e4b0c98dde4fa35f,12056,Preschool
4fc13b30e4b0a06f8e78259b,11163,"Shipping, Freight, and Material Transportation Service"
4fc13b30e4b0a06f8e78259b,13048,Pie Shop
4fc13b30e4b0a06f8e78259b,17131,Stationery Store
4f97fe20e4b0f1b74f287574,17035,Drugstore
51fc6cfd498effc009c396f3,17069,Grocery Store
4e8f612cb8f79f71de0f820d,13039,Deli
5231bd2011d213f996d3903e,17102,Office Supply Store
4b64e0fdf964a520e9d62ae3,13276,Sushi Restaurant
50c61c3ce4b07785576d3e15,13099,Chinese Restaurant
58b5deb04988da2e37098716,17067,Fruit and Vegetable Store
4b5f7154f964a52098ba29e3,18065,Sports Club
4bd82522dc4b9521b7697888,11015,Tire Repair Shop
59bb2b404382ab3f4ddbd642,13099,Chinese Restaurant
