fsq_id,name,closed_bucket,distance,station_id
58dbe5d5126ae82bf8f7ff16,Lima 17,Unsure,163,e1593acef03a0fd770595370586bc358
4bd9e4db3904a593501d449e,Plaza de la Aviación,VeryLikelyOpen,435,e1593acef03a0fd770595370586bc358
54e39d82498e2bf4dbe8df34,Starbucks,VeryLikelyOpen,417,e1593acef03a0fd770595370586bc358
50c5137fe4b02085d85e4047,Café del Negro,Unsure,410,e1593acef03a0fd770595370586bc358
59ad8e4228122f2d257f8772,Restaurant 47 Ronin,VeryLikelyOpen,498,e1593acef03a0fd770595370586bc358
56bcfce0498e526047d6104d,Warpig Games,LikelyOpen,433,e1593acef03a0fd770595370586bc358
4dbb3b396e810768bf3f6286,Café Montt,Unsure,510,e1593acef03a0fd770595370586bc358
56a11ae1498ea877373dd33e,Don Kame Yoko,VeryLikelyOpen,531,e1593acef03a0fd770595370586bc358
4c3c91247d002d7fe596ae18,El Arbol,LikelyOpen,545,e1593acef03a0fd770595370586bc358
4c82642f51ada1cd82a21b10,Cumbre del Cerro San Cristóbal,VeryLikelyOpen,617,e1593acef03a0fd770595370586bc358
4b813721f964a520ca9a30e3,Santuario Inmaculada Concepción,VeryLikelyOpen,602,e1593acef03a0fd770595370586bc358
4bb67de82f70c9b6b7848530,Teatro Nescafé de las Artes,VeryLikelyOpen,628,e1593acef03a0fd770595370586bc358
5341dee7498eb8921c65eb97,Les Trois Café,LikelyOpen,647,e1593acef03a0fd770595370586bc358
515f6fcce4b0a5e27d660ccb,Goemon,VeryLikelyOpen,686,e1593acef03a0fd770595370586bc358
4b4e5ce3f964a520e8ea26e3,Santo Remedio,Unsure,659,e1593acef03a0fd770595370586bc358
55425717498e294ba16d33c4,Restaurant La Cuisine,LikelyOpen,706,e1593acef03a0fd770595370586bc358
4b6f12c8f964a52021db2ce3,La Chascona,VeryLikelyOpen,722,e1593acef03a0fd770595370586bc358
4b9af8b5f964a5201de835e3,Terraza Bellavista,VeryLikelyOpen,664,e1593acef03a0fd770595370586bc358
5b7196156dcf04002c747337,Eggy,VeryLikelyOpen,747,e1593acef03a0fd770595370586bc358
4b5279b8f964a520097f27e3,Liguria,VeryLikelyOpen,766,e1593acef03a0fd770595370586bc358
54133271498e23d9891059c6,Starbucks,VeryLikelyOpen,750,e1593acef03a0fd770595370586bc358
5164980490e79b7ea86d1df9,Big Boba Bubble Tea Shop,LikelyOpen,802,e1593acef03a0fd770595370586bc358
5c2aa708971317002ded44e7,Selvado,LikelyOpen,781,e1593acef03a0fd770595370586bc358
4e4760a581305ff362204639,The Aubrey Piano Lounge & Bar,Unsure,775,e1593acef03a0fd770595370586bc358
53a719a9498e92f6ecfdc2c3,Mira Vos,VeryLikelyOpen,778,e1593acef03a0fd770595370586bc358
57365370cd1099ba9ff3c78c,Hocha,Unsure,778,e1593acef03a0fd770595370586bc358
4d83ed985ad3a093d26cc5fd,Centro Mori,Unsure,797,e1593acef03a0fd770595370586bc358
52f10f5c498edf0cf04823cf,Casa Coca-Cola,LikelyOpen,806,e1593acef03a0fd770595370586bc358
5952f50cc0af5701dfce072d,La Mafia Pizzería,LikelyOpen,797,e1593acef03a0fd770595370586bc358
4d45d59b4e5d3704fc7bfb93,El Ancla,VeryLikelyOpen,827,e1593acef03a0fd770595370586bc358
57731699498ea4e394a14a3d,Krossbar (KrossBar Bellavista),VeryLikelyOpen,844,e1593acef03a0fd770595370586bc358
5014d234e4b0cfd78b3120ba,Peumayén Ancestral Food,Unsure,862,e1593acef03a0fd770595370586bc358
562adda4498e352ccc142f40,Room 09,Unsure,866,e1593acef03a0fd770595370586bc358
5896af397ff1e43860cd3ede,Domani Pizzeria Bar,LikelyOpen,876,e1593acef03a0fd770595370586bc358
544440b2498e8fe5f1792a0c,Entrada San Cristóbal por Pío Nono,VeryLikelyOpen,843,e1593acef03a0fd770595370586bc358
561ed789498ec2dfc7b73cef,Restaurante 040,Unsure,870,e1593acef03a0fd770595370586bc358
4bbe47201416a593b4eef33c,Mirador El Hundimiento,VeryLikelyOpen,906,e1593acef03a0fd770595370586bc358
4b513f88f964a5209f4827e3,Ciudad Vieja,VeryLikelyOpen,886,e1593acef03a0fd770595370586bc358
5a4e15cf97461750cb3b45c8,Starbucks,LikelyOpen,788,e1593acef03a0fd770595370586bc358
5b820ffdcad1b60039f71bc8,El Palacio de la Chorrillana,VeryLikelyOpen,882,e1593acef03a0fd770595370586bc358
4bed5b1e3372c9283c7a1114,Patio Bellavista,VeryLikelyOpen,957,e1593acef03a0fd770595370586bc358
4c4521e5429a0f47b5cb491e,El Mesón Nerudiano,LikelyOpen,899,e1593acef03a0fd770595370586bc358
5a4fb1dc0313201e3613587c,Restaurant Mesarina,Unsure,901,e1593acef03a0fd770595370586bc358
5acfbb389deb7d27b8223a7e,Oh Some Coffee,LikelyOpen,924,e1593acef03a0fd770595370586bc358
53f698e9498e47b1dbfa88fa,Meze Kitchen & Bar,VeryLikelyOpen,852,e1593acef03a0fd770595370586bc358
4b84874af964a5204f3a31e3,Barandiaran,VeryLikelyOpen,867,e1593acef03a0fd770595370586bc358
573dfa72498e79c9453f553c,Muelle Limeño,Unsure,978,e1593acef03a0fd770595370586bc358
51f3e109498e63a53017d284,Starbucks,LikelyOpen,983,e1593acef03a0fd770595370586bc358
4dbafa60fa8cee7273247f58,El Cid,VeryLikelyOpen,920,e1593acef03a0fd770595370586bc358
54f37dd0498edb39ef7033b5,"Mirador Bella Vista, Cumbre Sn Cristobal",LikelyOpen,635,e1593acef03a0fd770595370586bc358
4b574bbef964a520dc2f28e3,Mestizo,VeryLikelyOpen,33,3983dd515589a80338dd44a28f5ec414
525a913611d29581587ad095,Día De La Bicicleta,LikelyOpen,149,3983dd515589a80338dd44a28f5ec414
4eaa1120b8f7a50de8ab3123,La Mar,VeryLikelyOpen,282,3983dd515589a80338dd44a28f5ec414
4b7a1e42f964a52096232fe3,Starbucks,VeryLikelyOpen,264,3983dd515589a80338dd44a28f5ec414
55b17b28498e94bad0586829,Rubaiyat,VeryLikelyOpen,365,3983dd515589a80338dd44a28f5ec414
4c4ef9489932e21ee3539fce,Color Animal,Unsure,364,3983dd515589a80338dd44a28f5ec414
60ac2f2e19c4275b1b279456,Dondoh,VeryLikelyOpen,452,3983dd515589a80338dd44a28f5ec414
51fe49b4498ef2e1a199321d,Half Marathon Scotiabank,LikelyOpen,176,3983dd515589a80338dd44a28f5ec414
4e5acf96483b865169f1a8b6,Plaza Turquia,VeryLikelyOpen,463,3983dd515589a80338dd44a28f5ec414
5cde0e6d31ac6c002c588ec2,Panchita,LikelyOpen,431,3983dd515589a80338dd44a28f5ec414
516c733ee4b01f5270ed60b3,La Vinoteca,VeryLikelyOpen,533,3983dd515589a80338dd44a28f5ec414
5a2c6072345cbe4a6a16cad0,Millefleur Café Bistró,VeryLikelyOpen,518,3983dd515589a80338dd44a28f5ec414
5760be4d498ea8c4476e4557,Cinépolis Casa Costanera,LikelyOpen,516,3983dd515589a80338dd44a28f5ec414
53072977498ecde6b8dbab97,CasaCostanera,VeryLikelyOpen,520,3983dd515589a80338dd44a28f5ec414
56214224498ecbeed61cfa7a,Zara Home - CasaCostanera,LikelyOpen,557,3983dd515589a80338dd44a28f5ec414
4da99903cda1652a2b770380,Maryte Casa De Té,Unsure,378,3983dd515589a80338dd44a28f5ec414
4b4f44c9f964a52045ff26e3,Parque Bicentenario,VeryLikelyOpen,654,3983dd515589a80338dd44a28f5ec414
505f1fc1e4b0be0e46d2c138,Cerro La Pirámide,VeryLikelyOpen,650,3983dd515589a80338dd44a28f5ec414
4bb0f45df964a520a26d3ce3,Veterinaria Vespucio Norte,LikelyOpen,594,3983dd515589a80338dd44a28f5ec414
52766af311d2dd870beff432,Americo Vespucio / Escriba de Balaguer,LikelyOpen,547,3983dd515589a80338dd44a28f5ec414
4b749528f964a520a7e52de3,Fuente Agua,LikelyOpen,527,3983dd515589a80338dd44a28f5ec414
56588808498eccbbde9ff9b1,Carnal Prime,VeryLikelyOpen,763,3983dd515589a80338dd44a28f5ec414
5a0b26d451950e1a436b09a9,Osaka Santiago,Unsure,845,3983dd515589a80338dd44a28f5ec414
4cd332c6d160b1f7209c22ab,Museo Ralli,VeryLikelyOpen,807,3983dd515589a80338dd44a28f5ec414
530a702f11d27cbd85c8886c,Nicole & Cedric,LikelyOpen,735,3983dd515589a80338dd44a28f5ec414
4b8fad51f964a520a05c33e3,Starbucks,LikelyOpen,829,3983dd515589a80338dd44a28f5ec414
0d2f7b36b5994d52b0f6a751,Nenelite,LikelyOpen,496,3983dd515589a80338dd44a28f5ec414
592e11be62420b171822becb,Vinolia,VeryLikelyOpen,916,3983dd515589a80338dd44a28f5ec414
4d6c217950deb1f78a2baf35,Concha y Toro,LikelyOpen,939,3983dd515589a80338dd44a28f5ec414
014bf3b18253429fd9ca199f,Intregramedia Norte S.A.,LikelyOpen,556,3983dd515589a80338dd44a28f5ec414
51338952e4b0a0027e27bbe6,Saffron Indian Delicacies,Unsure,962,3983dd515589a80338dd44a28f5ec414
50c4e67fe4b013fc6b3f4a75,Farmacias Cruz Verde,VeryLikelyOpen,716,3983dd515589a80338dd44a28f5ec414
0114894bd5764fddb430991c,Casas Nordicas,LikelyOpen,701,3983dd515589a80338dd44a28f5ec414
4f5a4fb7e4b09c8f9123c22c,Padre Román con Américo Vespucio,LikelyOpen,742,3983dd515589a80338dd44a28f5ec414
528781b2498e7772531aefd3,Rotonda la Pirámide,VeryLikelyOpen,823,3983dd515589a80338dd44a28f5ec414
4e902e206c25abdcf494f016,Cerro Negro,LikelyOpen,853,3983dd515589a80338dd44a28f5ec414
4c545380a724e21e513536f6,Estampa,LikelyOpen,871,3983dd515589a80338dd44a28f5ec414
4ed5320399119575fefe53da,Rincon la Negra,LikelyOpen,901,3983dd515589a80338dd44a28f5ec414
a7c1a3a341294d9339cfa712,Soc. de Profesores Doctores Lathrop Belmar Ltda,LikelyOpen,919,3983dd515589a80338dd44a28f5ec414
516c733ee4b01f5270ed60b3,La Vinoteca,VeryLikelyOpen,52,405a3a5ca08c7536d3eb286cf8553025
60ac2f2e19c4275b1b279456,Dondoh,VeryLikelyOpen,57,405a3a5ca08c7536d3eb286cf8553025
5a2c6072345cbe4a6a16cad0,Millefleur Café Bistró,VeryLikelyOpen,79,405a3a5ca08c7536d3eb286cf8553025
5760be4d498ea8c4476e4557,Cinépolis Casa Costanera,LikelyOpen,75,405a3a5ca08c7536d3eb286cf8553025
53072977498ecde6b8dbab97,CasaCostanera,VeryLikelyOpen,75,405a3a5ca08c7536d3eb286cf8553025
56214224498ecbeed61cfa7a,Zara Home - CasaCostanera,LikelyOpen,85,405a3a5ca08c7536d3eb286cf8553025
5cde0e6d31ac6c002c588ec2,Panchita,LikelyOpen,98,405a3a5ca08c7536d3eb286cf8553025
4c4ef9489932e21ee3539fce,Color Animal,Unsure,149,405a3a5ca08c7536d3eb286cf8553025
55b17b28498e94bad0586829,Rubaiyat,VeryLikelyOpen,192,405a3a5ca08c7536d3eb286cf8553025
4eaa1120b8f7a50de8ab3123,La Mar,VeryLikelyOpen,278,405a3a5ca08c7536d3eb286cf8553025
56588808498eccbbde9ff9b1,Carnal Prime,VeryLikelyOpen,314,405a3a5ca08c7536d3eb286cf8553025
5a0b26d451950e1a436b09a9,Osaka Santiago,Unsure,388,405a3a5ca08c7536d3eb286cf8553025
4b8fad51f964a520a05c33e3,Starbucks,LikelyOpen,356,405a3a5ca08c7536d3eb286cf8553025
4e5acf96483b865169f1a8b6,Plaza Turquia,VeryLikelyOpen,391,405a3a5ca08c7536d3eb286cf8553025
4b574bbef964a520dc2f28e3,Mestizo,VeryLikelyOpen,450,405a3a5ca08c7536d3eb286cf8553025
592e11be62420b171822becb,Vinolia,VeryLikelyOpen,448,405a3a5ca08c7536d3eb286cf8553025
4b4f44c9f964a52045ff26e3,Parque Bicentenario,VeryLikelyOpen,468,405a3a5ca08c7536d3eb286cf8553025
4d6c217950deb1f78a2baf35,Concha y Toro,LikelyOpen,465,405a3a5ca08c7536d3eb286cf8553025
4b7a1e42f964a52096232fe3,Starbucks,VeryLikelyOpen,409,405a3a5ca08c7536d3eb286cf8553025
51338952e4b0a0027e27bbe6,Saffron Indian Delicacies,Unsure,509,405a3a5ca08c7536d3eb286cf8553025
4cd332c6d160b1f7209c22ab,Museo Ralli,VeryLikelyOpen,563,405a3a5ca08c7536d3eb286cf8553025
52dd6e40498e1876f3994eb5,Naoki,LikelyOpen,597,405a3a5ca08c7536d3eb286cf8553025
5570f2a1498e84218b7c26a3,Pizzeria Tio Tomate,VeryLikelyOpen,642,405a3a5ca08c7536d3eb286cf8553025
525a913611d29581587ad095,Día De La Bicicleta,LikelyOpen,624,405a3a5ca08c7536d3eb286cf8553025
4d90f8eb6174a093a8cefee3,Volvo,LikelyOpen,434,405a3a5ca08c7536d3eb286cf8553025
597e3062da5ede2029f17144,Mercado Mastica,LikelyOpen,818,405a3a5ca08c7536d3eb286cf8553025
4e911fa3be7b7962e9d1e3e4,Papito's,Unsure,455,405a3a5ca08c7536d3eb286cf8553025
4f4701ede4b0cf7a04a958a3,Laguna Parque Bicentenario,VeryLikelyOpen,456,405a3a5ca08c7536d3eb286cf8553025
5adba4fdb1ec13537395b276,Jose Ramon 277: Chopería& Sanguchería,Unsure,805,405a3a5ca08c7536d3eb286cf8553025
544ee15a498e693acb53b8cd,Romaria,VeryLikelyOpen,799,405a3a5ca08c7536d3eb286cf8553025
4bb0f45df964a520a26d3ce3,Veterinaria Vespucio Norte,LikelyOpen,751,405a3a5ca08c7536d3eb286cf8553025
4c5db1737f661b8d6b164c1c,Fortunata,Unsure,885,405a3a5ca08c7536d3eb286cf8553025
4b859985f964a520cc6731e3,Quinto Cielo,LikelyOpen,854,405a3a5ca08c7536d3eb286cf8553025
530a702f11d27cbd85c8886c,Nicole & Cedric,LikelyOpen,837,405a3a5ca08c7536d3eb286cf8553025
4da99903cda1652a2b770380,Maryte Casa De Té,Unsure,677,405a3a5ca08c7536d3eb286cf8553025
51fe49b4498ef2e1a199321d,Half Marathon Scotiabank,LikelyOpen,658,405a3a5ca08c7536d3eb286cf8553025
4b5dc539f964a520c46a29e3,La Punta,Unsure,966,405a3a5ca08c7536d3eb286cf8553025
4b682fe7f964a520f46a2be3,Lo Saldes,Unsure,832,405a3a5ca08c7536d3eb286cf8553025
4beec4ece24d20a1f1517314,La Pesca de los Mekis,LikelyOpen,962,405a3a5ca08c7536d3eb286cf8553025
4b749528f964a520a7e52de3,Fuente Agua,LikelyOpen,810,405a3a5ca08c7536d3eb286cf8553025
52766af311d2dd870beff432,Americo Vespucio / Escriba de Balaguer,LikelyOpen,862,405a3a5ca08c7536d3eb286cf8553025
50c4e67fe4b013fc6b3f4a75,Farmacias Cruz Verde,VeryLikelyOpen,779,405a3a5ca08c7536d3eb286cf8553025
0114894bd5764fddb430991c,Casas Nordicas,LikelyOpen,744,405a3a5ca08c7536d3eb286cf8553025
525d652311d247e3b3047c71,Range Rover,LikelyOpen,781,405a3a5ca08c7536d3eb286cf8553025
4b8d5570f964a5203bf532e3,Farmacia Ahumada Vitacura 3435,LikelyOpen,788,405a3a5ca08c7536d3eb286cf8553025
4b6ec8d5f964a52079ca2ce3,Farmacias Ahumada,LikelyOpen,799,405a3a5ca08c7536d3eb286cf8553025
0d2f7b36b5994d52b0f6a751,Nenelite,LikelyOpen,804,405a3a5ca08c7536d3eb286cf8553025
a156f68aa5254bdae3b13598,Muebles para Terraza Klammer y Eyzaguirre,LikelyOpen,834,405a3a5ca08c7536d3eb286cf8553025
0d7c93c58f4546c149ac0555,A. Carolina Valera,LikelyOpen,834,405a3a5ca08c7536d3eb286cf8553025
81efb5c06ad24e300852559d,Santiago Milán,LikelyOpen,835,405a3a5ca08c7536d3eb286cf8553025
4b4f44c9f964a52045ff26e3,Parque Bicentenario,VeryLikelyOpen,226,0e8dfc3f137cb3911bd32f5fd45e0f93
5a2c6072345cbe4a6a16cad0,Millefleur Café Bistró,VeryLikelyOpen,230,0e8dfc3f137cb3911bd32f5fd45e0f93
5760be4d498ea8c4476e4557,Cinépolis Casa Costanera,LikelyOpen,232,0e8dfc3f137cb3911bd32f5fd45e0f93
53072977498ecde6b8dbab97,CasaCostanera,VeryLikelyOpen,235,0e8dfc3f137cb3911bd32f5fd45e0f93
516c733ee4b01f5270ed60b3,La Vinoteca,VeryLikelyOpen,309,0e8dfc3f137cb3911bd32f5fd45e0f93
60ac2f2e19c4275b1b279456,Dondoh,VeryLikelyOpen,314,0e8dfc3f137cb3911bd32f5fd45e0f93
56214224498ecbeed61cfa7a,Zara Home - CasaCostanera,LikelyOpen,281,0e8dfc3f137cb3911bd32f5fd45e0f93
4c4ef9489932e21ee3539fce,Color Animal,Unsure,337,0e8dfc3f137cb3911bd32f5fd45e0f93
